customer_id,segment,country,onboarding_date,kyc_status
CUS001634,RETAIL,IN,2023-01-24,VERIFIED
CUS001635,RETAIL,IN,2021-09-05,VERIFIED
CUS001636,RETAIL,AE,2023-03-08,VERIFIED
CUS001637,RETAIL,IN,2023-03-13,VERIFIED
CUS001638,RETAIL,SG,2022-07-19,VERIFIED
CUS001639,RETAIL,AE,2024-02-09,VERIFIED
CUS001640,RETAIL,AE,2021-05-06,VERIFIED
CUS001641,SME,IN,2021-06-07,VERIFIED
CUS001642,RETAIL,SG,2024-05-05,VERIFIED
CUS001643,RETAIL,AE,2024-06-10,VERIFIED
CUS001644,RETAIL,IN,2023-08-20,VERIFIED
CUS001645,SME,SG,2024-04-10,VERIFIED
CUS001646,RETAIL,IN,2024-09-20,VERIFIED
CUS001647,RETAIL,SG,2021-11-27,REJECTED
CUS001648,RETAIL,IN,2024-03-28,VERIFIED
CUS001649,RETAIL,IN,2023-08-05,VERIFIED
CUS001650,RETAIL,IN,2021-03-21,VERIFIED
CUS001651,RETAIL,IN,2023-06-23,VERIFIED
CUS001652,SME,IN,2024-11-07,VERIFIED
CUS001653,RETAIL,SG,2024-01-27,VERIFIED
CUS001654,SME,IN,2024-03-08,VERIFIED
CUS001655,RETAIL,IN,2022-11-15,VERIFIED
CUS001656,RETAIL,SG,2023-05-15,VERIFIED
CUS001657,RETAIL,SG,2024-09-16,VERIFIED
CUS001658,RETAIL,IN,2023-11-19,VERIFIED
CUS001659,SME,AE,2023-03-18,VERIFIED
CUS001660,RETAIL,IN,2022-11-30,VERIFIED
CUS001661,SME,AE,2023-05-28,VERIFIED
CUS001662,RETAIL,IN,2021-03-17,VERIFIED
CUS001663,RETAIL,SG,2023-02-14,VERIFIED
CUS001664,RETAIL,AE,2022-04-22,VERIFIED
CUS001665,RETAIL,AE,2022-10-24,VERIFIED
CUS001666,RETAIL,IN,2023-06-13,VERIFIED
CUS001667,SME,SG,2024-11-23,VERIFIED
CUS001668,RETAIL,IN,2022-05-21,VERIFIED
CUS001669,RETAIL,SG,2021-09-16,VERIFIED
CUS001670,RETAIL,SG,2021-08-29,VERIFIED
CUS001671,RETAIL,AE,2021-12-18,VERIFIED
CUS001672,SME,IN,2024-02-16,VERIFIED
CUS001673,RETAIL,IN,2023-04-10,VERIFIED
CUS001674,RETAIL,IN,2022-04-04,VERIFIED
CUS001675,RETAIL,IN,2022-03-14,VERIFIED
CUS001676,SME,IN,2022-08-26,VERIFIED
CUS001677,RETAIL,IN,2024-10-25,VERIFIED
CUS001678,SME,SG,2022-03-11,VERIFIED
CUS001679,RETAIL,IN,2022-11-02,VERIFIED
CUS001680,SME,IN,2024-09-06,VERIFIED
CUS001681,SME,IN,2022-12-09,VERIFIED
CUS001682,SME,AE,2022-03-12,VERIFIED
CUS001683,RETAIL,SG,2021-06-02,VERIFIED
CUS001684,RETAIL,IN,2021-12-25,VERIFIED
CUS001685,SME,IN,2024-01-01,VERIFIED
CUS001686,RETAIL,IN,2022-05-15,VERIFIED
CUS001687,RETAIL,IN,2022-06-01,VERIFIED
CUS001688,RETAIL,IN,2024-03-31,VERIFIED
CUS001689,RETAIL,IN,2021-10-28,VERIFIED
CUS001690,RETAIL,AE,2024-05-21,VERIFIED
CUS001691,RETAIL,IN,2022-02-16,VERIFIED
CUS001692,RETAIL,SG,2022-03-05,VERIFIED
CUS001693,RETAIL,IN,2021-04-27,VERIFIED
CUS001694,SME,AE,2022-07-10,VERIFIED
CUS001695,RETAIL,AE,2024-09-23,VERIFIED
CUS001696,SME,SG,2021-03-26,VERIFIED
CUS001697,RETAIL,IN,2023-07-15,VERIFIED
CUS001698,RETAIL,IN,2023-04-06,VERIFIED
CUS001699,RETAIL,SG,2021-09-05,VERIFIED
CUS001700,RETAIL,SG,2024-02-15,VERIFIED
CUS001701,RETAIL,IN,2022-06-19,VERIFIED
CUS001702,RETAIL,IN,2022-01-20,VERIFIED
CUS001703,RETAIL,IN,2022-12-22,VERIFIED
CUS001704,RETAIL,SG,2022-02-19,PENDING
CUS001705,RETAIL,SG,2022-04-09,VERIFIED
CUS001706,SME,SG,2023-01-01,VERIFIED
CUS001707,RETAIL,SG,2024-08-26,VERIFIED
CUS001708,RETAIL,IN,2022-02-22,VERIFIED
CUS001709,RETAIL,IN,2021-12-23,VERIFIED
CUS001710,RETAIL,IN,2023-10-25,VERIFIED
CUS001711,RETAIL,SG,2021-11-13,VERIFIED
CUS001712,RETAIL,IN,2024-03-05,VERIFIED
CUS001713,SME,IN,2024-05-07,VERIFIED
CUS001714,RETAIL,IN,2024-07-09,VERIFIED
CUS001715,RETAIL,IN,2022-11-20,VERIFIED
CUS001716,RETAIL,IN,2023-11-22,VERIFIED
CUS001717,SME,IN,2022-05-05,VERIFIED
CUS001718,RETAIL,IN,2022-06-30,VERIFIED
CUS001719,RETAIL,SG,2023-05-15,VERIFIED
CUS001720,RETAIL,IN,2024-01-06,PENDING
CUS001721,RETAIL,IN,2021-06-30,VERIFIED
CUS001722,RETAIL,IN,2021-08-14,VERIFIED
CUS001723,RETAIL,SG,2023-09-04,VERIFIED
CUS001724,RETAIL,IN,2024-01-18,VERIFIED
CUS001725,RETAIL,SG,2021-12-03,VERIFIED
CUS001726,RETAIL,AE,2022-05-19,VERIFIED
CUS001727,RETAIL,SG,2023-04-03,VERIFIED
CUS001728,RETAIL,IN,2022-12-25,VERIFIED
CUS001729,RETAIL,SG,2022-03-23,REJECTED
CUS001730,RETAIL,IN,2024-03-11,VERIFIED
CUS001731,SME,IN,2021-03-08,VERIFIED
CUS001732,SME,IN,2022-11-15,VERIFIED
CUS001733,RETAIL,IN,2024-07-08,VERIFIED
CUS001734,RETAIL,IN,2021-05-06,VERIFIED
CUS001735,SME,IN,2021-03-08,VERIFIED
CUS001736,RETAIL,IN,2021-05-21,VERIFIED
CUS001737,RETAIL,IN,2022-04-30,VERIFIED
CUS001738,RETAIL,IN,2023-11-20,VERIFIED
CUS001739,RETAIL,AE,2022-12-21,VERIFIED
CUS001740,RETAIL,IN,2022-12-12,VERIFIED
CUS001741,SME,SG,2023-01-20,VERIFIED
CUS001742,SME,IN,2024-06-04,VERIFIED
CUS001743,RETAIL,IN,2023-10-24,VERIFIED
CUS001744,RETAIL,IN,2023-03-17,VERIFIED
CUS001745,RETAIL,IN,2022-12-24,VERIFIED
CUS001746,RETAIL,IN,2023-10-09,VERIFIED
CUS001747,RETAIL,IN,2022-03-16,VERIFIED
CUS001748,SME,IN,2021-06-10,VERIFIED
CUS001749,RETAIL,IN,2023-03-20,VERIFIED
CUS001750,RETAIL,IN,2022-07-31,VERIFIED
CUS001751,RETAIL,IN,2024-04-07,VERIFIED
CUS001752,RETAIL,IN,2024-04-18,VERIFIED
CUS001753,RETAIL,IN,2024-09-21,VERIFIED
CUS001754,RETAIL,IN,2021-03-14,VERIFIED
CUS001755,RETAIL,IN,2023-11-06,VERIFIED
CUS001756,RETAIL,IN,2022-05-06,VERIFIED
CUS001757,SME,IN,2022-08-12,VERIFIED
CUS001758,RETAIL,AE,2024-06-27,VERIFIED
CUS001759,SME,IN,2024-05-13,VERIFIED
CUS001760,RETAIL,IN,2021-12-09,VERIFIED
CUS001761,RETAIL,IN,2021-12-15,VERIFIED
CUS001762,RETAIL,AE,2022-11-13,VERIFIED
CUS001763,SME,IN,2023-09-07,VERIFIED
CUS001764,RETAIL,IN,2023-06-21,VERIFIED
CUS001765,RETAIL,AE,2021-12-21,VERIFIED
CUS001766,SME,IN,2024-04-02,VERIFIED
CUS001767,SME,AE,2024-08-31,VERIFIED
CUS001768,RETAIL,IN,2023-12-09,VERIFIED
CUS001769,RETAIL,SG,2024-04-11,PENDING
CUS001770,RETAIL,IN,2024-05-12,VERIFIED
CUS001771,RETAIL,IN,2023-03-24,VERIFIED
CUS001772,RETAIL,AE,2021-12-04,VERIFIED
CUS001773,SME,IN,2022-05-09,VERIFIED
CUS001774,RETAIL,AE,2023-12-16,VERIFIED
CUS001775,RETAIL,IN,2023-05-19,VERIFIED
CUS001776,RETAIL,SG,2023-03-16,VERIFIED
CUS001777,RETAIL,AE,2023-07-06,VERIFIED
CUS001778,RETAIL,IN,2021-04-17,VERIFIED
CUS001779,RETAIL,AE,2021-05-13,VERIFIED
CUS001780,SME,IN,2021-03-11,VERIFIED
CUS001781,RETAIL,SG,2023-05-26,VERIFIED
CUS001782,RETAIL,IN,2021-12-21,VERIFIED
CUS001783,RETAIL,IN,2022-03-08,VERIFIED
CUS001784,SME,SG,2021-12-10,VERIFIED
CUS001785,RETAIL,IN,2024-05-20,VERIFIED
CUS001786,RETAIL,IN,2021-05-20,VERIFIED
CUS001787,RETAIL,IN,2021-05-29,VERIFIED
CUS001788,RETAIL,AE,2021-12-13,VERIFIED
CUS001789,RETAIL,IN,2022-10-23,VERIFIED
CUS001790,RETAIL,SG,2023-04-11,VERIFIED
CUS001791,RETAIL,AE,2024-01-20,VERIFIED
CUS001792,SME,IN,2024-10-09,VERIFIED
CUS001793,SME,IN,2021-04-27,VERIFIED
CUS001794,RETAIL,SG,2024-03-16,VERIFIED
CUS001795,SME,IN,2023-09-11,VERIFIED
CUS001796,RETAIL,IN,2023-04-20,VERIFIED
CUS001797,RETAIL,SG,2022-05-31,PENDING
CUS001798,SME,IN,2023-12-27,VERIFIED
CUS001799,RETAIL,IN,2024-03-06,VERIFIED
CUS001800,RETAIL,SG,2023-09-29,VERIFIED
CUS001801,RETAIL,IN,2023-09-28,VERIFIED
CUS001802,RETAIL,IN,2024-10-11,VERIFIED
CUS001803,RETAIL,IN,2023-07-04,VERIFIED
CUS001804,SME,AE,2022-11-21,VERIFIED
CUS001805,RETAIL,SG,2023-04-16,VERIFIED
CUS001806,RETAIL,IN,2023-08-28,REJECTED
CUS001807,RETAIL,IN,2021-06-27,VERIFIED
CUS001808,RETAIL,IN,2024-01-05,PENDING
CUS001809,RETAIL,IN,2021-10-09,VERIFIED
CUS001810,RETAIL,IN,2022-08-31,VERIFIED
CUS001811,RETAIL,AE,2022-07-03,PENDING
CUS001812,RETAIL,IN,2023-12-11,VERIFIED
CUS001813,RETAIL,SG,2021-04-20,VERIFIED
CUS001814,RETAIL,IN,2023-03-07,VERIFIED
CUS001815,RETAIL,IN,2023-01-23,VERIFIED
CUS001816,SME,IN,2024-01-23,VERIFIED
CUS001817,RETAIL,IN,2023-03-03,VERIFIED
CUS001818,RETAIL,SG,2022-05-25,VERIFIED
CUS001819,RETAIL,AE,2021-05-31,VERIFIED
CUS001820,SME,AE,2021-09-24,VERIFIED
CUS001821,SME,IN,2024-05-27,VERIFIED
CUS001822,RETAIL,SG,2024-09-09,VERIFIED
CUS001823,RETAIL,IN,2021-05-09,VERIFIED
CUS001824,RETAIL,AE,2021-11-11,VERIFIED
CUS001825,SME,IN,2024-06-04,VERIFIED
CUS001826,RETAIL,IN,2021-09-27,VERIFIED
CUS001827,RETAIL,IN,2022-01-31,VERIFIED
CUS001828,SME,IN,2021-04-22,VERIFIED
CUS001829,RETAIL,IN,2024-05-21,VERIFIED
CUS001830,RETAIL,AE,2021-10-31,VERIFIED
CUS001831,RETAIL,SG,2023-08-09,VERIFIED
CUS001832,SME,AE,2022-11-20,VERIFIED
CUS001833,RETAIL,IN,2024-01-05,VERIFIED
CUS001834,SME,IN,2024-09-25,VERIFIED
CUS001835,RETAIL,IN,2022-05-02,VERIFIED
CUS001836,RETAIL,IN,2024-09-19,VERIFIED
CUS001837,SME,IN,2023-03-22,VERIFIED
CUS001838,RETAIL,IN,2024-04-01,VERIFIED
CUS001839,RETAIL,IN,2021-06-24,VERIFIED
CUS001840,RETAIL,IN,2023-04-17,PENDING
CUS001841,SME,IN,2024-04-16,VERIFIED
CUS001842,RETAIL,SG,2021-05-05,VERIFIED
CUS001843,RETAIL,IN,2022-05-14,VERIFIED
CUS001844,SME,AE,2024-05-01,VERIFIED
CUS001845,SME,IN,2023-08-24,VERIFIED
CUS001846,SME,SG,2022-12-09,VERIFIED
CUS001847,RETAIL,SG,2022-01-09,VERIFIED
CUS001848,SME,SG,2021-03-06,VERIFIED
CUS001849,SME,SG,2021-10-12,VERIFIED
CUS001850,RETAIL,AE,2024-12-13,VERIFIED
CUS001851,SME,IN,2023-03-07,VERIFIED
CUS001852,RETAIL,IN,2024-10-28,VERIFIED
CUS001853,SME,IN,2023-11-06,VERIFIED
CUS001854,RETAIL,IN,2023-12-21,VERIFIED
CUS001855,RETAIL,IN,2023-12-26,VERIFIED
CUS001856,RETAIL,IN,2024-02-21,VERIFIED
CUS001857,RETAIL,IN,2023-06-21,VERIFIED
CUS001858,RETAIL,IN,2023-02-03,VERIFIED
CUS001859,RETAIL,IN,2021-05-06,VERIFIED
CUS001860,SME,IN,2023-05-24,VERIFIED
CUS001861,RETAIL,SG,2024-11-29,VERIFIED
CUS001862,RETAIL,SG,2022-10-07,VERIFIED
CUS001863,RETAIL,IN,2023-11-08,VERIFIED
CUS001864,RETAIL,IN,2024-06-10,VERIFIED
CUS001865,RETAIL,IN,2022-06-08,VERIFIED
CUS001866,RETAIL,IN,2022-05-17,VERIFIED
CUS001867,RETAIL,SG,2023-09-01,VERIFIED
CUS001868,RETAIL,IN,2024-03-07,VERIFIED
CUS001869,SME,AE,2023-02-15,VERIFIED
CUS001870,RETAIL,IN,2023-04-10,VERIFIED
CUS001871,RETAIL,SG,2021-04-15,VERIFIED
CUS001872,SME,IN,2024-11-16,VERIFIED
CUS001873,SME,IN,2024-04-25,VERIFIED
CUS001874,RETAIL,SG,2021-12-11,VERIFIED
CUS001875,SME,IN,2021-05-15,VERIFIED
CUS001876,RETAIL,SG,2022-08-08,VERIFIED
CUS001877,SME,IN,2023-10-17,VERIFIED
CUS001878,RETAIL,IN,2024-03-15,VERIFIED
CUS001879,RETAIL,IN,2021-10-08,VERIFIED
CUS001880,RETAIL,SG,2022-09-12,VERIFIED
CUS001881,RETAIL,IN,2023-06-10,VERIFIED
CUS001882,SME,AE,2023-05-01,VERIFIED
CUS001883,RETAIL,SG,2024-06-07,VERIFIED
CUS001884,RETAIL,SG,2021-11-02,VERIFIED
CUS001885,RETAIL,IN,2024-10-25,VERIFIED
CUS001886,RETAIL,SG,2021-03-26,VERIFIED
CUS001887,SME,AE,2024-05-12,VERIFIED
CUS001888,RETAIL,IN,2024-07-11,VERIFIED
CUS001889,RETAIL,IN,2024-09-22,VERIFIED
CUS001890,RETAIL,IN,2023-02-15,VERIFIED
CUS001891,SME,IN,2024-10-15,VERIFIED
CUS001892,SME,SG,2024-01-06,VERIFIED
CUS001893,RETAIL,IN,2021-12-10,VERIFIED
CUS001894,RETAIL,IN,2022-02-17,VERIFIED
CUS001895,SME,IN,2023-09-10,VERIFIED
CUS001896,SME,IN,2024-11-14,VERIFIED
CUS001897,RETAIL,IN,2024-05-25,VERIFIED
CUS001898,RETAIL,AE,2022-12-01,VERIFIED
CUS001899,RETAIL,IN,2023-03-20,REJECTED
CUS001900,RETAIL,IN,2021-09-20,VERIFIED
CUS001901,RETAIL,SG,2023-02-25,VERIFIED
CUS001902,SME,IN,2023-07-06,VERIFIED
CUS001903,RETAIL,IN,2022-08-10,VERIFIED
CUS001904,SME,IN,2021-10-16,VERIFIED
CUS001905,RETAIL,AE,2021-11-14,VERIFIED
CUS001906,RETAIL,SG,2024-06-10,VERIFIED
CUS001907,RETAIL,IN,2023-05-26,VERIFIED
CUS001908,RETAIL,IN,2021-06-26,VERIFIED
CUS001909,SME,IN,2021-11-27,VERIFIED
CUS001910,RETAIL,SG,2021-12-20,VERIFIED
CUS001911,RETAIL,IN,2024-07-24,VERIFIED
CUS001912,SME,AE,2023-07-04,VERIFIED
CUS001913,RETAIL,SG,2021-10-25,VERIFIED
CUS001914,RETAIL,IN,2024-07-03,VERIFIED
CUS001915,SME,SG,2022-04-03,VERIFIED
CUS001916,RETAIL,AE,2023-01-04,VERIFIED
CUS001917,RETAIL,IN,2022-03-19,VERIFIED
CUS001918,RETAIL,SG,2022-06-08,VERIFIED
CUS001919,RETAIL,AE,2024-08-22,VERIFIED
CUS001920,RETAIL,IN,2024-07-05,VERIFIED
CUS001921,SME,AE,2023-09-18,VERIFIED
CUS001922,RETAIL,IN,2021-06-05,VERIFIED
CUS001923,SME,SG,2021-05-31,VERIFIED
CUS001924,RETAIL,SG,2022-01-30,VERIFIED
CUS001925,RETAIL,IN,2024-02-01,VERIFIED
CUS001926,RETAIL,IN,2021-05-10,VERIFIED
CUS001927,RETAIL,IN,2022-04-03,VERIFIED
CUS001928,RETAIL,IN,2023-11-10,VERIFIED
CUS001929,SME,IN,2022-04-12,VERIFIED
CUS001930,SME,IN,2023-05-06,VERIFIED
CUS001931,RETAIL,IN,2023-03-04,VERIFIED
CUS001932,RETAIL,IN,2024-01-31,VERIFIED
CUS001933,SME,IN,2022-07-16,VERIFIED
CUS001934,RETAIL,AE,2023-12-15,VERIFIED
CUS001935,RETAIL,IN,2021-06-19,VERIFIED
CUS001936,RETAIL,IN,2024-06-12,VERIFIED
CUS001937,RETAIL,IN,2024-01-15,VERIFIED
CUS001938,RETAIL,IN,2024-07-10,PENDING
CUS001939,SME,SG,2024-01-30,VERIFIED
CUS001940,RETAIL,IN,2022-06-07,VERIFIED
CUS001941,RETAIL,IN,2021-05-19,VERIFIED
CUS001942,SME,AE,2024-05-27,PENDING
CUS001943,RETAIL,SG,2024-02-24,PENDING
CUS001944,RETAIL,SG,2024-06-29,PENDING
CUS001945,RETAIL,AE,2021-11-27,VERIFIED
CUS001946,SME,AE,2022-12-15,REJECTED
CUS001947,RETAIL,IN,2023-08-11,VERIFIED
CUS001948,RETAIL,IN,2022-04-22,VERIFIED
CUS001949,RETAIL,IN,2024-09-05,VERIFIED
CUS001950,SME,IN,2022-01-08,VERIFIED
CUS001951,SME,IN,2024-08-22,VERIFIED
CUS001952,RETAIL,IN,2022-10-12,VERIFIED
CUS001953,SME,SG,2024-11-19,VERIFIED
CUS001954,RETAIL,SG,2024-03-25,VERIFIED
CUS001955,SME,SG,2022-08-11,VERIFIED
CUS001956,RETAIL,IN,2022-10-22,VERIFIED
CUS001957,RETAIL,IN,2023-04-16,VERIFIED
CUS001958,SME,IN,2022-08-09,VERIFIED
CUS001959,RETAIL,IN,2021-10-18,VERIFIED
CUS001960,RETAIL,AE,2024-01-06,VERIFIED
CUS001961,RETAIL,AE,2021-04-11,VERIFIED
CUS001962,RETAIL,AE,2024-06-13,VERIFIED
CUS001963,RETAIL,AE,2021-04-03,VERIFIED
CUS001964,RETAIL,AE,2021-06-16,VERIFIED
CUS001965,RETAIL,IN,2023-05-13,VERIFIED
CUS001966,RETAIL,IN,2024-08-20,VERIFIED
CUS001967,RETAIL,IN,2023-06-12,VERIFIED
CUS001968,RETAIL,IN,2023-12-10,PENDING
CUS001969,SME,IN,2022-10-13,VERIFIED
CUS001970,RETAIL,IN,2024-02-12,PENDING
CUS001971,RETAIL,AE,2024-09-29,VERIFIED
CUS001972,RETAIL,IN,2021-08-02,VERIFIED
CUS001973,RETAIL,AE,2021-09-07,VERIFIED
CUS001974,RETAIL,SG,2023-01-30,VERIFIED
CUS001975,RETAIL,SG,2021-09-28,VERIFIED
CUS001976,RETAIL,SG,2021-05-03,VERIFIED
CUS001977,RETAIL,IN,2021-06-23,VERIFIED
CUS001978,RETAIL,SG,2021-10-30,VERIFIED
CUS001979,RETAIL,IN,2024-11-01,VERIFIED
CUS001980,SME,AE,2022-02-10,VERIFIED
CUS001981,RETAIL,IN,2021-06-25,VERIFIED
CUS001982,SME,IN,2024-04-29,VERIFIED
CUS001983,RETAIL,SG,2024-10-01,VERIFIED
CUS001984,RETAIL,SG,2023-09-07,VERIFIED
CUS001985,RETAIL,IN,2021-11-06,REJECTED
CUS001986,RETAIL,SG,2021-11-10,VERIFIED
CUS001987,RETAIL,IN,2022-10-07,VERIFIED
CUS001988,RETAIL,SG,2021-03-27,VERIFIED
CUS001989,RETAIL,IN,2024-05-17,VERIFIED
CUS001990,RETAIL,IN,2021-08-21,VERIFIED
CUS001991,RETAIL,IN,2021-08-31,VERIFIED
CUS001992,RETAIL,IN,2021-05-15,VERIFIED
CUS001993,RETAIL,IN,2023-11-20,VERIFIED
CUS001994,RETAIL,IN,2022-07-18,VERIFIED
CUS001995,RETAIL,IN,2023-12-12,VERIFIED
CUS001996,RETAIL,IN,2023-02-26,VERIFIED
CUS001997,RETAIL,IN,2021-04-28,VERIFIED
CUS001998,RETAIL,IN,2023-01-12,VERIFIED
CUS001999,SME,SG,2022-01-21,VERIFIED
CUS002000,RETAIL,AE,2023-04-01,VERIFIED
CUS002001,RETAIL,IN,2025-01-01,REJECTED
CUS002002,RETAIL,AE,2024-05-30,VERIFIED
CUS002003,RETAIL,IN,2022-06-05,VERIFIED
CUS002004,RETAIL,IN,2023-10-31,REJECTED
CUS002005,SME,SG,2023-10-23,VERIFIED
CUS002006,RETAIL,SG,2024-08-28,VERIFIED
CUS002007,RETAIL,AE,2021-11-09,VERIFIED
CUS002008,SME,IN,2024-08-31,VERIFIED
CUS002009,RETAIL,SG,2022-12-11,VERIFIED
CUS002010,RETAIL,IN,2023-10-23,VERIFIED
CUS002011,RETAIL,IN,2021-07-13,PENDING
CUS002012,RETAIL,IN,2022-06-14,VERIFIED
CUS002013,SME,AE,2024-09-28,VERIFIED
CUS002014,RETAIL,IN,2022-08-26,VERIFIED
CUS002015,SME,SG,2024-05-15,VERIFIED
CUS002016,RETAIL,SG,2022-11-10,VERIFIED
CUS002017,SME,SG,2024-01-27,VERIFIED
CUS002018,SME,SG,2022-02-18,VERIFIED
CUS002019,SME,AE,2023-03-11,VERIFIED
CUS002020,SME,IN,2023-05-21,VERIFIED
CUS002021,RETAIL,IN,2021-08-21,VERIFIED
CUS002022,RETAIL,IN,2023-04-24,VERIFIED
CUS002023,RETAIL,IN,2024-02-07,VERIFIED
CUS002024,RETAIL,IN,2023-01-07,VERIFIED
CUS002025,RETAIL,IN,2021-11-25,VERIFIED
CUS002026,RETAIL,IN,2024-09-30,VERIFIED
CUS002027,RETAIL,IN,2023-12-03,VERIFIED
CUS002028,RETAIL,IN,2022-10-10,PENDING
CUS002029,SME,AE,2024-01-30,VERIFIED
CUS002030,RETAIL,IN,2022-02-16,VERIFIED
CUS002031,SME,AE,2024-10-14,VERIFIED
CUS002032,RETAIL,AE,2023-12-29,VERIFIED
CUS002033,SME,IN,2022-10-01,VERIFIED
CUS002034,RETAIL,SG,2021-09-23,VERIFIED
CUS002035,RETAIL,IN,2023-08-26,PENDING
CUS002036,RETAIL,SG,2023-12-26,VERIFIED
CUS002037,SME,IN,2021-06-13,VERIFIED
CUS002038,RETAIL,IN,2023-01-14,VERIFIED
CUS002039,SME,IN,2024-03-24,VERIFIED
CUS002040,SME,IN,2021-08-26,VERIFIED
CUS002041,RETAIL,AE,2024-11-22,VERIFIED
CUS002042,RETAIL,SG,2022-03-05,VERIFIED
CUS002043,SME,SG,2021-07-13,VERIFIED
CUS002044,SME,AE,2022-10-18,VERIFIED
CUS002045,RETAIL,SG,2021-06-30,VERIFIED
CUS002046,RETAIL,IN,2022-08-14,VERIFIED
CUS002047,RETAIL,AE,2022-09-18,VERIFIED
CUS002048,RETAIL,IN,2024-08-02,PENDING
CUS002049,SME,IN,2024-04-27,VERIFIED
CUS002050,SME,IN,2022-04-28,VERIFIED
CUS002051,RETAIL,AE,2022-05-23,VERIFIED
CUS002052,RETAIL,IN,2022-08-29,VERIFIED
CUS002053,RETAIL,IN,2024-03-15,PENDING
CUS002054,SME,IN,2024-09-05,VERIFIED
CUS002055,RETAIL,IN,2024-09-04,VERIFIED
CUS002056,RETAIL,IN,2024-07-11,VERIFIED
CUS002057,RETAIL,SG,2024-03-02,VERIFIED
CUS002058,RETAIL,AE,2021-04-13,VERIFIED
CUS002059,RETAIL,IN,2022-01-06,VERIFIED
CUS002060,SME,IN,2024-04-27,VERIFIED
CUS002061,SME,IN,2023-10-30,VERIFIED
CUS002062,RETAIL,IN,2021-07-27,REJECTED
CUS002063,RETAIL,IN,2023-04-13,VERIFIED
CUS002064,RETAIL,SG,2023-12-12,VERIFIED
CUS002065,RETAIL,SG,2023-09-30,VERIFIED
CUS002066,RETAIL,IN,2023-06-27,VERIFIED
CUS002067,RETAIL,IN,2022-12-03,VERIFIED
CUS002068,RETAIL,IN,2022-11-16,VERIFIED
CUS002069,SME,IN,2022-12-18,VERIFIED
CUS002070,RETAIL,AE,2022-08-09,VERIFIED
CUS002071,SME,SG,2023-11-13,VERIFIED
CUS002072,RETAIL,AE,2023-02-05,VERIFIED
CUS002073,RETAIL,AE,2021-10-28,VERIFIED
CUS002074,RETAIL,SG,2023-09-02,VERIFIED
CUS002075,RETAIL,AE,2021-03-28,VERIFIED
CUS002076,RETAIL,IN,2023-02-03,PENDING
CUS002077,SME,IN,2023-07-25,VERIFIED
CUS002078,SME,IN,2022-04-27,VERIFIED
CUS002079,RETAIL,IN,2023-07-04,VERIFIED
CUS002080,RETAIL,IN,2023-06-26,VERIFIED
CUS002081,RETAIL,IN,2023-07-27,VERIFIED
CUS002082,RETAIL,SG,2022-11-30,VERIFIED
CUS002083,RETAIL,SG,2024-11-04,VERIFIED
CUS002084,RETAIL,IN,2023-07-21,VERIFIED
CUS002085,SME,IN,2022-01-22,VERIFIED
CUS002086,SME,SG,2023-09-28,VERIFIED
CUS002087,RETAIL,IN,2022-12-09,VERIFIED
CUS002088,RETAIL,IN,2023-11-10,VERIFIED
CUS002089,RETAIL,IN,2021-05-24,VERIFIED
CUS002090,RETAIL,IN,2024-02-23,VERIFIED
CUS002091,RETAIL,IN,2022-01-09,VERIFIED
CUS002092,RETAIL,SG,2022-02-01,VERIFIED
CUS002093,RETAIL,SG,2023-06-13,VERIFIED
CUS002094,SME,SG,2021-03-26,VERIFIED
CUS002095,RETAIL,IN,2021-03-22,VERIFIED
CUS002096,SME,SG,2024-11-22,VERIFIED
CUS002097,RETAIL,SG,2022-10-28,VERIFIED
CUS002098,RETAIL,IN,2024-04-02,VERIFIED
CUS002099,RETAIL,SG,2021-03-06,VERIFIED
CUS002100,RETAIL,IN,2021-04-23,VERIFIED
CUS002101,RETAIL,IN,2023-05-20,VERIFIED
CUS002102,RETAIL,IN,2023-09-11,VERIFIED
CUS002103,SME,IN,2021-11-12,VERIFIED
CUS002104,RETAIL,IN,2023-07-07,VERIFIED
CUS002105,RETAIL,IN,2022-03-15,VERIFIED
CUS002106,RETAIL,IN,2022-06-18,VERIFIED
CUS002107,RETAIL,AE,2023-12-01,VERIFIED
CUS002108,RETAIL,IN,2023-08-27,VERIFIED
CUS002109,RETAIL,IN,2021-06-06,VERIFIED
CUS002110,RETAIL,IN,2023-02-12,VERIFIED
CUS002111,RETAIL,AE,2023-05-28,VERIFIED
CUS002112,RETAIL,IN,2021-07-20,VERIFIED
CUS002113,RETAIL,AE,2022-10-23,VERIFIED
CUS002114,RETAIL,IN,2022-11-03,VERIFIED
CUS002115,RETAIL,IN,2023-07-07,VERIFIED
CUS002116,SME,IN,2022-06-13,VERIFIED
CUS002117,RETAIL,IN,2024-11-01,VERIFIED
CUS002118,RETAIL,SG,2024-03-04,VERIFIED
CUS002119,SME,AE,2021-11-10,VERIFIED
CUS002120,RETAIL,IN,2024-01-01,VERIFIED
CUS002121,RETAIL,AE,2021-03-26,VERIFIED
CUS002122,RETAIL,IN,2021-08-02,VERIFIED
CUS002123,RETAIL,IN,2023-07-17,VERIFIED
CUS002124,RETAIL,IN,2021-06-27,VERIFIED
CUS002125,SME,IN,2022-04-06,VERIFIED
CUS002126,RETAIL,SG,2021-11-29,VERIFIED
CUS002127,RETAIL,IN,2023-03-15,VERIFIED
CUS002128,RETAIL,IN,2024-07-15,VERIFIED
CUS002129,RETAIL,IN,2022-11-28,VERIFIED
